Title,Price,Link,Description,Main image,Category
karin blach nielsen One of a kind vase,2.8,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-vase,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 14 x h 27 cmShare",//yonobi.com/cdn/shop/files/IMG_3899_8b400fbb-6bd1-410b-8dab-7cf98a96250b.jpg?v=1713385091,pottery and ceramic
karin blach nielsen One of a kind vase,800.0,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 8 x h 14 cmShare",//yonobi.com/cdn/shop/files/72303FF6-DCD9-4A79-B357-48511C9CB29D.jpg?v=1713443096,pottery and ceramic
karin blach nielsen One of a kind vase,585.0,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 11 x h 11 cmShare",//yonobi.com/cdn/shop/files/IMG_3927.jpg?v=1713443225,pottery and ceramic
karin blach nielsen One of a kind vase,2.5,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-vase-2,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 11,5 x h 20 cmShare",//yonobi.com/cdn/shop/files/IMG_3933_922c257c-000a-41eb-9687-cfedfb1a45c0.jpg?v=1713443007,pottery and ceramic
karin blach nielsen One of a kind vase,1.7,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 9 x h 17 cmShare",//yonobi.com/cdn/shop/files/IMG_1845.jpg?v=1713443210,pottery and ceramic
karin blach nielsen One of a kind vase,2.3,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 8,5 x h 23 cmShare",//yonobi.com/cdn/shop/files/IMG_3940.jpg?v=1713443071,pottery and ceramic
karin blach nielsen One of a kind vase,1.5,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 12 x h 17,5 cmShare",//yonobi.com/cdn/shop/files/IMG_3943.jpg?v=1713443091,pottery and ceramic
karin blach nielsen One of a kind vase,1.9,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-vase-12,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 10 x h 17 cmShare",//yonobi.com/cdn/shop/files/6FFBE1AC-2CD1-41A1-B428-C64933013C7D.jpg?v=1713443271,pottery and ceramic
karin blach nielsen One of a kind vase,800.0,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurementsapprox ø 9 x h 14-16 cmShare",//yonobi.com/cdn/shop/files/IMG_3924_007248c6-9578-4732-a867-4307d19c5582.jpg?v=1713443032,pottery and ceramic
karin blach nielsen One of a kind vase,1.7,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 9 x h 18 cmShare",//yonobi.com/cdn/shop/files/IMG_3945.jpg?v=1713443002,pottery and ceramic
karin blach nielsen One of a kind vase,2.7,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-vase-11,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 13 x h 27 cmShare",//yonobi.com/cdn/shop/files/IMG_3918.jpg?v=1713945771,pottery and ceramic
Yonobi cafe Depanneur Frizzante - økologisk sodavand,30.0,https://yonobi.com//collections/all-products/products/depanneur-frizzante-oekologisk-sodavand,Share,//yonobi.com/cdn/shop/files/IMG_9976.heic?v=1715430007,pottery and ceramic
Yonobi cafe Depanneur Organic Juices,33.0,https://yonobi.com//collections/all-products/products/depanneur-organic-juices,Share,//yonobi.com/cdn/shop/files/IMG-2176.jpg?v=1715685579,pottery and ceramic
Yonobi cafe Cocohagen kakaotrøffel,12.0,https://yonobi.com//collections/all-products/products/cocohagen-kakaotroeffel,Share,//yonobi.com/cdn/shop/files/48b9883f-dc82-44c6-b9b3-08a741744f69-IMG_9892_3cb01639-509d-4ed2-adb7-9fd2c66d0e71.jpg?v=1715938828,pottery and ceramic
Yonobi cafe Wally & Whiz vingummi pose,10.0,https://yonobi.com//collections/all-products/products/wally-whiz-vingummi-pose,Share,//yonobi.com/cdn/shop/files/7ce2fc5c-5c38-4a97-8abf-3a84318f3247-b2034d77-9b4a-40a9-9873-d39357a8df46-9f82b827-0e6a-4351-945b-337fc809fc40-yonobi_010_202_4595924e-2242-49e8-95cd-bdcd59b15158.jpg?v=1717598330,pottery and ceramic
Birgitte Lorentzen Matcha tea cup – Ash,750.0,https://yonobi.com//collections/all-products/products/matcha-tea-bowl-ash-copy,"Introducing the ASH series - Handcrafted, Japanese-inspired tea bowls and cups in high-fired stoneware by Gitte LorentzenYunomi Cup made out of stoneware with lava spots. Ash treatment. Matte white transparent glaze.Each cup is unique and might therefore differ in appearance.This product is certified as safe for use with food.Measurementsø 11 x h 7 cmShare",//yonobi.com/cdn/shop/files/FullSizeRender_6ba99f2a-869b-49a1-833f-563e754c97c9.jpg?v=1715938859,pottery and ceramic
Anna Grahn Alma coupe,350.0,https://yonobi.com//collections/all-products/products/alma-coupe,"""Ett glas som fått namnet ”Alma coupe” efter min goda vän Alma som helst bara dricker bubbel i coupeglas"".The cups are handmade by Swedish artist Anna Grahn. Her primary medium is stoneware, but she also likes to express herself through photography and painting. She finds inspiration in her surroundings ­­­­– nature, people, and society. Objects or living creatures that she witnesses in her everyday life. The champagne cups are made of white clay and glazed with a transparent glaze, making the clay visible but with a glossy transparent glaze on top. The coupe glasses are a few varying sizes/heights, but that's part of being handmade. You're welcome to write to us if you like a coupe with a more straight look or a more 'crooked' look, and we will do our best to find the perfect one for you.Measurements: H: 10-12cm x Ø: 9.5cmShare",//yonobi.com/cdn/shop/files/IMG_4009.jpg?v=1715938799,pottery and ceramic
